customer_id,age,gender,city,state,city_tier,occupation,monthly_income,cricket_interest_score,favorite_ipl_team,favorite_player,,preferred_streaming_platform,fantasy_cricket_user,sports_equipment_spending_per_month,preferred_shopping_platform,cricket_search_frequency_per_month,device_type,digital_engagement_score,likely_to_buy_cricket_kit
CUST0432,24,Female,Lucknow,Uttar Pradesh,Tier 2,Working Professional,50483,9.4,Kolkata Knight Riders,Jos Buttler,6,TV,Yes,1518,Flipkart,48,Laptop,67.4,No
CUST0433,13,Male,Indore,Madhya Pradesh,Tier 2,Student,8103,7.0,Kolkata Knight Riders,MS Dhoni,5,JioHotstar,Yes,1131,Local Store,27,Mobile,62.06,No
CUST0434,31,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,33985,7.74,Royal Challengers Bengaluru,Virat Kohli,5,JioHotstar,No,977,Amazon,27,Smart TV,61.82,No
CUST0435,23,Male,Dehradun,Uttarakhand,Tier 3,Athlete,48528,8.81,Lucknow Super Giants,Suryakumar Yadav,5,JioHotstar,No,2762,Local Store,33,Mobile,46.6,No
CUST0436,18,Female,Indore,Madhya Pradesh,Tier 2,Student,7129,5.0,Rajasthan Royals,Ravindra Jadeja,1,YouTube Highlights,Yes,732,Brand Website,22,Smart TV,46.8,No
CUST0437,16,Female,Vadodara,Gujarat,Tier 2,Student,8196,,Sunrisers Hyderabad,David Warner,4,YouTube Highlights,No,1914,Flipkart,31,Mobile,64.2,No
CUST0438,24,Male,Delhi,Delhi,Tier 1,Student,11053,7.47,Delhi Capitals,Rohit Sharma,4,YouTube Highlights,No,1048,Local Store,26,Mobile,55.49,No
CUST0439,54,Female,Ahmedabad,Gujarat,Tier 1,Business,50783,7.54,Mumbai Indians,AB de Villiers,4,TV,No,1744,Flipkart,29,Laptop,63.1,Yes
CUST0440,51,Male,Delhi,Delhi,Tier 1,Business,65655,4.31,Punjab Kings,Jos Buttler,1,TV,No,429,Brand Website,20,Mobile,36.72,Yes
CUST0441,28,Male,Surat,Gujarat,Tier 2,Working Professional,36153,8.67,Kolkata Knight Riders,Rohit Sharma,7,JioHotstar,No,1408,Amazon,36,Mobile,49.73,No
CUST0442,35,Female,Hyderabad,Telangana,Tier 1,Athlete,55369,7.38,Gujarat Titans,Pat Cummins,5,JioHotstar,Yes,1964,Amazon,35,Laptop,67.2,Yes
CUST0443,27,Female,Tiruchirappalli,Tamil Nadu,Tier 3,Business,39322,8.24,Chennai Super Kings,Hardik Pandya,6,JioHotstar,No,1390,Amazon,25,Smart TV,31.37,Yes
CUST0444,26,Female,Indore,Madhya Pradesh,Tier 2,Working Professional,30810,6.24,Mumbai Indians,,4,TV,Yes,1019,Brand Website,36,Mobile,31.06,No
CUST0445,28,Male,Raipur,Chhattisgarh,Tier 3,Business,41797,6.09,Rajasthan Royals,Ravindra Jadeja,5,TV,Yes,653,Flipkart,21,Mobile,47.02,No
CUST0446,19,Male,Varanasi,Uttar Pradesh,Tier 3,Business,47356,7.5,Kolkata Knight Riders,Rishabh Pant,5,JioHotstar,Yes,1080,Local Store,39,Mobile,53.78,Yes
CUST0447,19,Male,Bengaluru,Karnataka,Tier 1,Business,125363,6.67,Royal Challengers Bengaluru,Rohit Sharma,4,JioHotstar,Yes,975,Amazon,33,Mobile,68.33,Yes
CUST0448,27,Male,Hyderabad,Telangana,Tier 1,Working Professional,26816,8.08,Royal Challengers Bengaluru,Suryakumar Yadav,3,YouTube Highlights,Yes,1217,Flipkart,40,Mobile,,Yes
CUST0449,52,Female,Jodhpur,Rajasthan,Tier 3,Business,34059,9.05,Delhi Capitals,Rishabh Pant,6,YouTube Highlights,No,1017,Local Store,38,Smart TV,34.8,No
CUST0450,22,Male,Ahmedabad,Gujarat,Tier 1,Athlete,28030,6.27,Royal Challengers Bengaluru,Pat Cummins,2,JioHotstar,No,1639,Flipkart,25,Laptop,53.5,No
CUST0451,36,Male,Kolkata,West Bengal,Tier 1,Working Professional,27897,9.6,Chennai Super Kings,Suryakumar Yadav,6,TV,No,2118,Brand Website,31,Smart TV,80.4,Yes
CUST0452,30,Male,Vadodara,Gujarat,Tier 2,Working Professional,41803,3.98,Rajasthan Royals,Jasprit Bumrah,0,JioHotstar,Yes,315,Flipkart,28,Mobile,30.39,No
CUST0453,29,Female,Coimbatore,Tamil Nadu,Tier 2,Working Professional,44265,9.02,Rajasthan Royals,Jos Buttler,7,JioHotstar,No,423,Flipkart,36,Mobile,34.1,Yes
CUST0454,53,Male,Mysuru,Karnataka,Tier 3,Working Professional,32967,8.12,Rajasthan Royals,Pat Cummins,5,TV,No,1722,Flipkart,28,Laptop,71.08,No
CUST0455,16,Male,Kolkata,West Bengal,Tier 1,Business,20000,5.6,Delhi Capitals,Rishabh Pant,3,JioHotstar,No,205,Amazon,19,Mobile,71.71,Yes
CUST0456,23,Male,Mysuru,Karnataka,Tier 3,Working Professional,30277,8.22,Kolkata Knight Riders,Virat Kohli,3,JioHotstar,Yes,1183,Brand Website,34,Mobile,58.87,No
CUST0457,53,Male,Surat,Gujarat,Tier 2,Athlete,19148,3.52,Punjab Kings,Suryakumar Yadav,3,JioHotstar,No,1166,Amazon,11,Laptop,26.09,Yes
CUST0458,38,Male,Hyderabad,Telangana,Tier 1,Working Professional,44146,8.5,Delhi Capitals,Suryakumar Yadav,4,JioHotstar,No,1168,Amazon,40,Laptop,52.23,No
CUST0459,30,Male,Guwahati,Assam,Tier 3,Working Professional,24789,7.66,Punjab Kings,MS Dhoni,3,JioHotstar,No,880,Amazon,24,Mobile,56.56,Yes
CUST0460,52,Male,Chennai,Tamil Nadu,Tier 1,Athlete,34193,5.96,Gujarat Titans,Ravindra Jadeja,4,YouTube Highlights,No,539,Local Store,26,Laptop,53.55,No
CUST0461,42,Male,Mumbai,Maharashtra,Tier 1,Business,140206,6.35,Delhi Capitals,Jos Buttler,4,YouTube Highlights,No,296,Local Store,20,Laptop,62.92,No
CUST0462,23,Female,Bengaluru,Karnataka,Tier 1,Business,117367,,Delhi Capitals,Rohit Sharma,4,YouTube Highlights,Yes,464,Flipkart,31,Laptop,61.24,Yes
CUST0463,18,Male,Mumbai,Maharashtra,Tier 1,Student,9266,9.83,Delhi Capitals,Virat Kohli,6,TV,Yes,1574,Local Store,49,Laptop,91.05,No
CUST0464,14,Male,Kolkata,West Bengal,Tier 1,Athlete,62338,9.37,Punjab Kings,Jasprit Bumrah,4,JioHotstar,Yes,2864,Local Store,41,Mobile,,Yes
CUST0465,17,Male,Kolkata,West Bengal,Tier 1,Student,6191,7.11,Gujarat Titans,Virat Kohli,5,JioHotstar,No,1508,Amazon,30,Mobile,81.36,No
CUST0466,28,Female,Hyderabad,Telangana,Tier 1,Coach,59732,7.11,Rajasthan Royals,Hardik Pandya,2,JioHotstar,Yes,1667,Local Store,27,Mobile,65.12,Yes
CUST0467,36,Male,Lucknow,Uttar Pradesh,Tier 2,Working Professional,33995,9.85,Chennai Super Kings,Shubman Gill,7,TV,Yes,2002,Flipkart,46,Smart TV,79.21,Yes
CUST0468,15,Male,Ahmedabad,Gujarat,Tier 1,Athlete,48296,7.69,Punjab Kings,Rohit Sharma,5,TV,Yes,2847,Flipkart,38,Mobile,81.03,Yes
CUST0469,17,Female,Varanasi,Uttar Pradesh,Tier 3,Student,5291,9.13,Kolkata Knight Riders,Jasprit Bumrah,5,YouTube Highlights,Yes,1787,Flipkart,44,Mobile,88.21,Yes
CUST0470,17,Male,Visakhapatnam,Andhra Pradesh,Tier 2,Athlete,50852,6.34,Punjab Kings,Rishabh Pant,5,YouTube Highlights,No,2568,Brand Website,22,Mobile,48.77,Yes
CUST0471,27,Male,Agra,Uttar Pradesh,Tier 3,Working Professional,34523,7.22,Mumbai Indians,AB de Villiers,2,TV,Yes,1053,Brand Website,35,Mobile,34.63,No
CUST0472,35,Male,Coimbatore,Tamil Nadu,Tier 2,Business,51957,7.41,Kolkata Knight Riders,KL Rahul,5,TV,No,736,Amazon,30,Mobile,47.04,No
CUST0473,44,Male,Mysuru,Karnataka,Tier 3,Business,37981,8.04,Rajasthan Royals,Rishabh Pant,4,JioHotstar,No,981,Flipkart,24,Smart TV,59.39,Yes
CUST0474,20,Female,Lucknow,Uttar Pradesh,Tier 2,Working Professional,21055,7.19,Sunrisers Hyderabad,Pat Cummins,2,JioHotstar,Yes,750,Flipkart,29,Mobile,62.33,Yes
CUST0475,38,Male,Bhopal,Madhya Pradesh,Tier 2,Working Professional,24715,6.39,Mumbai Indians,Ravindra Jadeja,4,YouTube Highlights,Yes,995,Flipkart,27,Laptop,45.35,Yes
CUST0476,25,Male,Hyderabad,Telangana,Tier 1,Working Professional,71383,4.91,Kolkata Knight Riders,Hardik Pandya,4,JioHotstar,Yes,1281,Amazon,28,Laptop,65.0,No
CUST0477,20,Male,Vadodara,Gujarat,Tier 2,Working Professional,29568,6.11,Rajasthan Royals,KL Rahul,4,JioHotstar,Yes,496,Amazon,31,Mobile,72.44,No
CUST0478,40,Female,Ahmedabad,Gujarat,Tier 1,Business,134756,7.62,Punjab Kings,Rohit Sharma,4,TV,No,1488,Flipkart,23,Laptop,71.88,No
CUST0479,52,Male,Pune,Maharashtra,Tier 1,Athlete,35946,8.42,Lucknow Super Giants,Jos Buttler,6,TV,No,3398,Flipkart,33,Laptop,62.33,Yes
CUST0480,39,Male,Kolkata,West Bengal,Tier 1,Business,76556,8.24,Delhi Capitals,Shubman Gill,5,TV,No,1009,Flipkart,37,Mobile,82.45,No
CUST0481,38,Male,Nagpur,Maharashtra,Tier 2,Business,47814,7.34,Kolkata Knight Riders,Pat Cummins,3,TV,No,1239,Flipkart,28,Smart TV,56.35,No
CUST0482,16,Male,Kochi,Kerala,Tier 2,Student,7117,7.81,Sunrisers Hyderabad,Rohit Sharma,6,TV,Yes,1138,Local Store,30,Laptop,76.25,No
CUST0483,19,Female,Kolkata,West Bengal,Tier 1,Working Professional,45539,7.65,Delhi Capitals,Pat Cummins,4,JioHotstar,Yes,622,Amazon,38,Mobile,86.02,Yes
CUST0484,30,Male,Jaipur,Rajasthan,Tier 2,Working Professional,24865,7.12,Delhi Capitals,Rohit Sharma,4,TV,Yes,832,Amazon,34,Mobile,65.29,No
CUST0485,42,Male,Jodhpur,Rajasthan,Tier 3,Business,57447,7.6,Chennai Super Kings,Yuzvendra Chahal,4,YouTube Highlights,No,1197,Local Store,30,Smart TV,68.44,No
CUST0486,27,Male,Lucknow,Uttar Pradesh,Tier 2,Working Professional,23602,6.69,Lucknow Super Giants,David Warner,5,JioHotstar,No,1238,Local Store,26,Mobile,46.26,Yes
CUST0487,22,Male,Indore,Madhya Pradesh,Tier 2,Athlete,37794,7.09,Kolkata Knight Riders,Rohit Sharma,3,JioHotstar,Yes,3360,Amazon,26,Mobile,63.41,No
CUST0488,21,Male,Coimbatore,Tamil Nadu,Tier 2,Working Professional,36340,4.16,Delhi Capitals,Yuzvendra Chahal,3,JioHotstar,No,481,Flipkart,20,Mobile,21.83,No
CUST0489,53,Female,Agra,Uttar Pradesh,Tier 3,Business,40095,8.83,Kolkata Knight Riders,KL Rahul,5,TV,No,1086,Brand Website,41,Mobile,59.27,No
CUST0490,54,Male,Mysuru,Karnataka,Tier 3,Coach,35056,7.4,Delhi Capitals,KL Rahul,6,YouTube Highlights,Yes,2864,Amazon,35,Mobile,70.08,No
CUST0491,28,Female,Jaipur,Rajasthan,Tier 2,Working Professional,39860,7.27,Chennai Super Kings,AB de Villiers,4,JioHotstar,No,1176,Local Store,31,Smart TV,29.17,Yes
CUST0492,55,Male,Delhi,Delhi,Tier 1,Working Professional,77198,6.95,Lucknow Super Giants,Jos Buttler,6,TV,No,1763,Flipkart,20,Mobile,45.01,Yes
CUST0493,18,Male,Visakhapatnam,Andhra Pradesh,Tier 2,Student,13494,6.62,Lucknow Super Giants,MS Dhoni,4,JioHotstar,Yes,190,Local Store,38,Laptop,52.22,No
CUST0494,18,Female,Surat,Gujarat,Tier 2,Student,4486,8.87,Royal Challengers Bengaluru,Pat Cummins,6,JioHotstar,Yes,2217,Amazon,38,Mobile,79.81,Yes
CUST0495,32,Male,Mumbai,Maharashtra,Tier 1,Coach,36409,8.12,Lucknow Super Giants,Pat Cummins,3,JioHotstar,Yes,1910,Flipkart,39,Mobile,79.22,No
CUST0496,28,Male,Varanasi,Uttar Pradesh,Tier 3,Coach,23296,9.65,Chennai Super Kings,Virat Kohli,3,JioHotstar,No,4919,Brand Website,36,Mobile,65.21,No
CUST0497,20,Female,Guwahati,Assam,Tier 3,Working Professional,50160,6.28,Rajasthan Royals,Rohit Sharma,4,JioHotstar,Yes,1176,Amazon,33,Laptop,76.51,No
CUST0498,17,Male,Ranchi,Jharkhand,Tier 3,Working Professional,21283,5.37,Kolkata Knight Riders,Jasprit Bumrah,3,TV,No,701,Amazon,15,Mobile,44.57,No
CUST0499,27,Male,Chandigarh,Punjab,Tier 2,Working Professional,44808,6.76,Chennai Super Kings,Suryakumar Yadav,5,JioHotstar,Yes,352,Amazon,34,Smart TV,42.77,No
CUST0500,22,Female,Kolkata,West Bengal,Tier 1,Student,10793,7.11,Rajasthan Royals,KL Rahul,5,TV,No,565,Amazon,24,Smart TV,71.75,Yes
CUST0501,20,Male,Lucknow,Uttar Pradesh,Tier 2,Student,11390,8.33,Gujarat Titans,Shubman Gill,5,JioHotstar,Yes,1370,Amazon,43,Mobile,74.58,No
CUST0502,18,Male,Dehradun,Uttarakhand,Tier 3,Business,46935,6.99,Delhi Capitals,Suryakumar Yadav,4,YouTube Highlights,Yes,1587,Flipkart,29,Smart TV,55.95,No
CUST0503,51,Female,Bengaluru,Karnataka,Tier 1,Working Professional,75514,8.95,Royal Challengers Bengaluru,Virat Kohli,5,JioHotstar,No,1660,Flipkart,37,Mobile,74.22,No
CUST0504,23,Male,Lucknow,Uttar Pradesh,Tier 2,Athlete,36516,5.31,Royal Challengers Bengaluru,MS Dhoni,3,JioHotstar,Yes,297,Amazon,36,Laptop,40.27,No
CUST0505,35,Male,Agra,Uttar Pradesh,Tier 3,Working Professional,27983,8.58,Lucknow Super Giants,Rohit Sharma,4,JioHotstar,Yes,1530,Local Store,40,Laptop,75.64,No
CUST0506,18,Male,Lucknow,Uttar Pradesh,Tier 2,Business,60530,9.37,Royal Challengers Bengaluru,,7,YouTube Highlights,Yes,0,Local Store,43,Mobile,71.05,No
CUST0507,30,Male,Jodhpur,Rajasthan,Tier 3,Coach,50731,6.65,Lucknow Super Giants,Rohit Sharma,4,JioHotstar,Yes,1670,Local Store,28,Mobile,55.5,Yes
CUST0508,33,Male,Pune,Maharashtra,Tier 1,Working Professional,74540,8.86,Kolkata Knight Riders,Rohit Sharma,7,TV,Yes,1467,Flipkart,45,Smart TV,74.02,Yes
CUST0509,18,Female,Dehradun,Uttarakhand,Tier 3,Student,4912,7.42,Chennai Super Kings,AB de Villiers,5,JioHotstar,Yes,1121,Flipkart,23,Mobile,70.77,Yes
CUST0510,42,Male,Pune,Maharashtra,Tier 1,Working Professional,15000,6.42,Gujarat Titans,Jasprit Bumrah,4,TV,No,923,Flipkart,15,Laptop,37.89,No
CUST0511,40,Male,Ahmedabad,Gujarat,Tier 1,Working Professional,61907,5.49,Royal Challengers Bengaluru,Pat Cummins,3,YouTube Highlights,No,910,Flipkart,21,Mobile,33.79,Yes
CUST0512,24,Male,Kolkata,West Bengal,Tier 1,Working Professional,54144,9.66,Lucknow Super Giants,MS Dhoni,7,JioHotstar,No,1391,Local Store,40,Mobile,72.02,No
CUST0513,28,Female,Ahmedabad,Gujarat,Tier 1,Business,60804,5.95,Sunrisers Hyderabad,Ravindra Jadeja,5,JioHotstar,No,742,Brand Website,27,Laptop,30.51,Yes
CUST0514,20,Male,Jaipur,Rajasthan,Tier 2,Student,6934,6.25,Chennai Super Kings,Virat Kohli,3,JioHotstar,Yes,926,Local Store,23,Smart TV,61.55,No
CUST0515,30,Female,Pune,Maharashtra,Tier 1,Athlete,32613,9.24,Chennai Super Kings,Rohit Sharma,7,JioHotstar,Yes,1456,Local Store,44,Laptop,84.88,Yes
CUST0516,29,Male,Raipur,Chhattisgarh,Tier 3,Working Professional,21191,5.29,Delhi Capitals,David Warner,2,JioHotstar,No,730,Amazon,16,Mobile,38.9,Yes
CUST0517,40,Female,Indore,Madhya Pradesh,Tier 2,Working Professional,47069,6.04,Rajasthan Royals,Virat Kohli,3,JioHotstar,No,1079,Local Store,11,Mobile,67.77,No
CUST0518,33,Female,Pune,Maharashtra,Tier 1,Working Professional,56819,7.0,Lucknow Super Giants,Jos Buttler,6,TV,No,934,Local Store,29,Laptop,46.53,No
CUST0519,25,Male,Mysuru,Karnataka,Tier 3,Athlete,25053,7.37,Chennai Super Kings,Rishabh Pant,4,TV,Yes,2250,Flipkart,40,Mobile,88.53,Yes
CUST0520,19,Male,Visakhapatnam,Andhra Pradesh,Tier 2,Student,11412,8.54,Lucknow Super Giants,AB de Villiers,5,TV,No,1776,Amazon,39,Mobile,78.52,No
CUST0521,40,Female,Varanasi,Uttar Pradesh,Tier 3,Business,42744,7.12,Delhi Capitals,Jos Buttler,4,TV,No,1153,Amazon,26,Mobile,57.34,No
CUST0522,34,Male,Mumbai,Maharashtra,Tier 1,Coach,42390,8.68,Punjab Kings,Yuzvendra Chahal,4,TV,Yes,2593,Amazon,31,Smart TV,63.56,Yes
CUST0523,39,Male,Coimbatore,Tamil Nadu,Tier 2,Working Professional,34816,9.04,Punjab Kings,David Warner,5,JioHotstar,No,867,Local Store,39,Mobile,55.16,Yes
CUST0524,33,Female,Tiruchirappalli,Tamil Nadu,Tier 3,Business,35607,5.27,Chennai Super Kings,MS Dhoni,2,TV,No,857,Local Store,26,Mobile,33.13,No
CUST0525,34,Male,Kolkata,West Bengal,Tier 1,Business,122058,5.77,Gujarat Titans,Rishabh Pant,4,JioHotstar,No,471,Flipkart,24,Mobile,54.92,Yes
CUST0526,16,Female,Ahmedabad,Gujarat,Tier 1,Student,10646,6.55,Gujarat Titans,Rohit Sharma,5,JioHotstar,Yes,121,Local Store,38,Mobile,76.07,No
CUST0527,42,Male,Mysuru,Karnataka,Tier 3,Coach,39490,7.39,Sunrisers Hyderabad,AB de Villiers,6,TV,No,1959,Brand Website,26,Mobile,37.8,No
CUST0528,49,Male,Nagpur,Maharashtra,Tier 2,Business,90801,8.6,Rajasthan Royals,David Warner,5,YouTube Highlights,Yes,601,Amazon,37,Laptop,70.55,No
CUST0529,42,Female,Visakhapatnam,Andhra Pradesh,Tier 2,Business,96694,7.49,Delhi Capitals,Jos Buttler,3,YouTube Highlights,No,1338,Amazon,29,Mobile,41.09,No
CUST0530,26,Male,Chandigarh,Punjab,Tier 2,Business,56358,7.1,Punjab Kings,Yuzvendra Chahal,4,TV,No,964,Local Store,23,Smart TV,60.89,Yes
CUST0531,40,Female,Kochi,Kerala,Tier 2,Working Professional,31276,5.98,Chennai Super Kings,Suryakumar Yadav,1,TV,No,1054,Local Store,12,Mobile,36.75,Yes
CUST0532,30,Female,Kochi,Kerala,Tier 2,Working Professional,53690,5.05,Mumbai Indians,AB de Villiers,4,TV,Yes,1253,Flipkart,24,Mobile,42.04,No
CUST0533,33,Male,Dehradun,Uttarakhand,Tier 3,Working Professional,53323,8.22,Gujarat Titans,AB de Villiers,6,TV,No,1387,Amazon,41,Laptop,41.23,No
CUST0534,38,Male,Chennai,Tamil Nadu,Tier 1,Athlete,35663,7.92,Punjab Kings,Rishabh Pant,6,TV,Yes,1164,Local Store,41,Mobile,74.32,Yes
CUST0535,27,Male,Chandigarh,Punjab,Tier 2,Working Professional,37921,5.14,Rajasthan Royals,AB de Villiers,4,JioHotstar,Yes,599,Flipkart,25,Mobile,49.85,No
CUST0536,53,Male,Ahmedabad,Gujarat,Tier 1,Working Professional,57137,2.75,Gujarat Titans,AB de Villiers,1,TV,No,291,Flipkart,10,Mobile,11.26,Yes
CUST0537,28,Female,Hyderabad,Telangana,Tier 1,Working Professional,24867,6.85,Mumbai Indians,Suryakumar Yadav,4,JioHotstar,Yes,1236,Brand Website,31,Mobile,64.27,No
CUST0538,30,Male,Guwahati,Assam,Tier 3,Working Professional,35572,9.31,Sunrisers Hyderabad,Virat Kohli,7,JioHotstar,Yes,451,Local Store,41,Mobile,63.04,No
CUST0539,38,Male,Chandigarh,Punjab,Tier 2,Working Professional,39823,3.97,Royal Challengers Bengaluru,Suryakumar Yadav,2,TV,No,542,Local Store,17,Mobile,24.53,No
CUST0540,24,Male,Jodhpur,Rajasthan,Tier 3,Working Professional,34220,8.11,Sunrisers Hyderabad,Jos Buttler,5,JioHotstar,Yes,1725,Amazon,35,Mobile,54.36,No
CUST0541,26,Male,Mumbai,Maharashtra,Tier 1,Coach,47144,7.83,Gujarat Titans,Hardik Pandya,5,TV,No,1938,Amazon,23,Laptop,55.09,No
CUST0542,32,Female,Dehradun,Uttarakhand,Tier 3,Working Professional,35472,7.66,Gujarat Titans,,5,TV,Yes,1828,Flipkart,30,Smart TV,60.98,Yes
CUST0543,17,Male,Delhi,Delhi,Tier 1,Student,2799,6.54,Delhi Capitals,Rohit Sharma,7,TV,Yes,692,Amazon,31,Smart TV,76.83,No
CUST0544,55,Female,Delhi,Delhi,Tier 1,Working Professional,58011,6.9,Rajasthan Royals,Yuzvendra Chahal,3,TV,No,1740,Local Store,27,Mobile,52.84,Yes
CUST0545,22,Female,Delhi,Delhi,Tier 1,Student,8939,,Punjab Kings,Rishabh Pant,6,JioHotstar,Yes,1667,Amazon,45,Laptop,84.52,No
CUST0546,53,Male,Visakhapatnam,Andhra Pradesh,Tier 2,Athlete,47734,7.68,Delhi Capitals,Ravindra Jadeja,4,JioHotstar,No,2378,Local Store,28,Mobile,79.15,No
CUST0547,33,Male,Kochi,Kerala,Tier 2,Working Professional,47740,5.38,Mumbai Indians,AB de Villiers,3,YouTube Highlights,No,569,Amazon,13,Smart TV,34.41,Yes
CUST0548,13,Female,Hyderabad,Telangana,Tier 1,Business,56263,8.84,Kolkata Knight Riders,Ravindra Jadeja,5,JioHotstar,No,1318,Amazon,36,Mobile,75.86,Yes
CUST0549,43,Female,Mysuru,Karnataka,Tier 3,Working Professional,25168,7.22,Gujarat Titans,David Warner,5,TV,Yes,1335,Flipkart,31,Mobile,52.09,No
CUST0550,20,Male,Chandigarh,Punjab,Tier 2,Student,6325,6.31,Royal Challengers Bengaluru,Pat Cummins,5,TV,No,792,Amazon,29,Mobile,50.4,Yes
CUST0551,49,Male,Delhi,Delhi,Tier 1,Business,118730,3.5,Sunrisers Hyderabad,Pat Cummins,1,YouTube Highlights,Yes,516,Amazon,10,Laptop,39.7,No
CUST0552,29,Male,Chennai,Tamil Nadu,Tier 1,Working Professional,41181,8.91,Kolkata Knight Riders,Jos Buttler,6,JioHotstar,Yes,1345,Brand Website,44,Mobile,86.11,Yes
CUST0553,25,Male,Patna,Bihar,Tier 2,Student,5023,7.75,Sunrisers Hyderabad,Yuzvendra Chahal,4,TV,No,204,Amazon,36,Smart TV,74.79,No
CUST0554,13,Male,Bengaluru,Karnataka,Tier 1,Student,2014,8.35,Royal Challengers Bengaluru,Jos Buttler,7,JioHotstar,Yes,273,Flipkart,36,Mobile,79.59,No
CUST0555,35,Female,Kochi,Kerala,Tier 2,Business,40754,3.79,Gujarat Titans,Yuzvendra Chahal,1,YouTube Highlights,No,366,Local Store,7,Smart TV,30.89,Yes
CUST0556,23,Male,Coimbatore,Tamil Nadu,Tier 2,Working Professional,47440,8.07,Gujarat Titans,David Warner,7,TV,Yes,1611,Amazon,43,Smart TV,62.43,No
CUST0557,30,Female,Ranchi,Jharkhand,Tier 3,Coach,55865,7.19,Rajasthan Royals,MS Dhoni,5,JioHotstar,No,1428,Flipkart,31,Mobile,,No
CUST0558,37,Female,Guwahati,Assam,Tier 3,Working Professional,15000,8.66,Sunrisers Hyderabad,Hardik Pandya,5,YouTube Highlights,No,1515,Local Store,37,Laptop,70.2,Yes
CUST0559,31,Male,Lucknow,Uttar Pradesh,Tier 2,Working Professional,31179,8.34,Mumbai Indians,Yuzvendra Chahal,7,JioHotstar,Yes,1589,Local Store,37,Mobile,56.42,Yes
CUST0560,28,Male,Mumbai,Maharashtra,Tier 1,Working Professional,57768,7.38,Delhi Capitals,,4,JioHotstar,Yes,416,Local Store,38,Mobile,69.9,No
CUST0561,16,Female,Dehradun,Uttarakhand,Tier 3,Student,6797,8.69,Mumbai Indians,Rishabh Pant,4,TV,Yes,878,Amazon,37,Mobile,77.95,No
CUST0562,27,Male,Patna,Bihar,Tier 2,Working Professional,19291,9.13,Lucknow Super Giants,Rishabh Pant,7,JioHotstar,Yes,921,Amazon,46,Mobile,64.43,No
CUST0563,22,Male,Nagpur,Maharashtra,Tier 2,Student,9083,6.78,Delhi Capitals,Ravindra Jadeja,7,JioHotstar,Yes,1226,Amazon,30,Mobile,69.59,No
CUST0564,13,Female,Indore,Madhya Pradesh,Tier 2,Coach,28603,8.28,Kolkata Knight Riders,David Warner,5,JioHotstar,Yes,3138,Flipkart,43,Laptop,74.96,Yes
CUST0565,31,Male,Hyderabad,Telangana,Tier 1,Working Professional,68574,8.98,Sunrisers Hyderabad,Yuzvendra Chahal,7,JioHotstar,No,976,Amazon,42,Mobile,67.01,Yes
CUST0566,41,Female,Jodhpur,Rajasthan,Tier 3,Athlete,12583,6.66,Rajasthan Royals,Hardik Pandya,4,YouTube Highlights,No,1748,Amazon,30,Mobile,52.16,Yes
CUST0567,43,Male,Jodhpur,Rajasthan,Tier 3,Working Professional,21099,8.49,Mumbai Indians,Hardik Pandya,4,JioHotstar,Yes,2245,Local Store,31,Laptop,,Yes
CUST0568,16,Female,Agra,Uttar Pradesh,Tier 3,Business,29497,6.41,Royal Challengers Bengaluru,Shubman Gill,4,YouTube Highlights,No,500,Flipkart,31,Mobile,51.97,No
CUST0569,28,Male,Dehradun,Uttarakhand,Tier 3,Athlete,15685,7.81,Chennai Super Kings,MS Dhoni,5,YouTube Highlights,Yes,3491,Local Store,35,Mobile,50.61,Yes
CUST0570,18,Male,Chennai,Tamil Nadu,Tier 1,Athlete,23285,8.33,Delhi Capitals,David Warner,5,JioHotstar,Yes,3269,Flipkart,33,Mobile,81.59,Yes
CUST0571,27,Female,Dehradun,Uttarakhand,Tier 3,Working Professional,36397,7.22,Gujarat Titans,Shubman Gill,2,TV,No,1575,Flipkart,24,Mobile,54.62,No
CUST0572,31,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,44260,5.83,Lucknow Super Giants,Pat Cummins,1,JioHotstar,Yes,778,Amazon,28,Smart TV,47.95,No
CUST0573,16,Female,Delhi,Delhi,Tier 1,Student,5930,7.92,Chennai Super Kings,KL Rahul,3,JioHotstar,Yes,1493,Flipkart,40,Mobile,56.05,No
CUST0574,24,Female,Pune,Maharashtra,Tier 1,Student,5555,6.66,Sunrisers Hyderabad,Hardik Pandya,5,JioHotstar,Yes,1294,Brand Website,44,Mobile,43.13,No
CUST0575,53,Male,Hyderabad,Telangana,Tier 1,Working Professional,46348,8.99,Kolkata Knight Riders,Jasprit Bumrah,7,JioHotstar,Yes,1361,Amazon,36,Smart TV,72.93,No
CUST0576,33,Female,Surat,Gujarat,Tier 2,Working Professional,27638,9.49,Delhi Capitals,Virat Kohli,6,JioHotstar,No,1508,Flipkart,30,Smart TV,,No
CUST0577,48,Male,Varanasi,Uttar Pradesh,Tier 3,Coach,35564,9.62,Kolkata Knight Riders,Hardik Pandya,7,JioHotstar,No,3238,Amazon,32,Laptop,67.38,Yes
CUST0578,16,Male,Mysuru,Karnataka,Tier 3,Business,49479,4.27,Rajasthan Royals,Hardik Pandya,2,YouTube Highlights,Yes,506,Amazon,18,Mobile,49.65,No
CUST0579,39,Male,Chennai,Tamil Nadu,Tier 1,Business,67168,7.54,Rajasthan Royals,David Warner,3,TV,No,0,Amazon,34,Mobile,59.07,No
